Year,Age category,Single Year of Age,Sex category,Sex,UNIT,VALUE
2016,065,65 years,1,Male,Number,21813
2016,065,65 years,2,Female,Number,21716
2016,066,66 years,-,Both sexes,Number,42907
2016,066,66 years,1,Male,Number,21091
2016,066,66 years,2,Female,Number,21816
2016,067,67 years,-,Both sexes,Number,41761
2016,067,67 years,1,Male,Number,20756
2016,067,67 years,2,Female,Number,21005
2016,068,68 years,-,Both sexes,Number,40781
2016,068,68 years,1,Male,Number,20365
2016,068,68 years,2,Female,Number,20416
2016,069,69 years,-,Both sexes,Number,38991
2016,069,69 years,1,Male,Number,19412
2016,069,69 years,2,Female,Number,19579
2016,070,70 years,-,Both sexes,Number,37344
2016,070,70 years,1,Male,Number,18440
2016,070,70 years,2,Female,Number,18904
2016,071,71 years,-,Both sexes,Number,34090
2016,071,71 years,1,Male,Number,16763
2016,071,71 years,2,Female,Number,17327
2016,072,72 years,-,Both sexes,Number,31888
2016,072,72 years,1,Male,Number,15668
2016,072,72 years,2,Female,Number,16220
2016,073,73 years,-,Both sexes,Number,29768
2016,073,73 years,1,Male,Number,14391
2016,073,73 years,2,Female,Number,15377
2016,074,74 years,-,Both sexes,Number,26812
2016,074,74 years,1,Male,Number,13088
2016,074,74 years,2,Female,Number,13724
2016,075,75 years,-,Both sexes,Number,25079
2016,075,75 years,1,Male,Number,11993
2016,075,75 years,2,Female,Number,13086
2016,076,76 years,-,Both sexes,Number,24393
2016,076,76 years,1,Male,Number,11594
2016,076,76 years,2,Female,Number,12799
2016,077,77 years,-,Both sexes,Number,23078
2016,077,77 years,1,Male,Number,10770
2016,077,77 years,2,Female,Number,12308
2016,078,78 years,-,Both sexes,Number,21296
2016,078,78 years,1,Male,Number,9872
2016,078,78 years,2,Female,Number,11424
2016,079,79 years,-,Both sexes,Number,20332
2016,079,79 years,1,Male,Number,9289
2016,079,79 years,2,Female,Number,11043
2016,080,80 years,-,Both sexes,Number,19113
2016,080,80 years,1,Male,Number,8596
2016,080,80 years,2,Female,Number,10517
2016,081,81 years,-,Both sexes,Number,17705
2016,081,81 years,1,Male,Number,7788
2016,081,81 years,2,Female,Number,9917
2016,082,82 years,-,Both sexes,Number,16237
2016,082,82 years,1,Male,Number,7018
2016,082,82 years,2,Female,Number,9219
2016,083,83 years,-,Both sexes,Number,14391
2016,083,83 years,1,Male,Number,6166
2016,083,83 years,2,Female,Number,8225
2016,084,84 years,-,Both sexes,Number,13019
2016,084,84 years,1,Male,Number,5364
2016,084,84 years,2,Female,Number,7655
2016,085,85 years,-,Both sexes,Number,11886
2016,085,85 years,1,Male,Number,4831
2016,085,85 years,2,Female,Number,7055
2016,086,86 years,-,Both sexes,Number,10291
2016,086,86 years,1,Male,Number,3951
2016,086,86 years,2,Female,Number,6340
2016,087,87 years,-,Both sexes,Number,8757
2016,087,87 years,1,Male,Number,3163
2016,087,87 years,2,Female,Number,5594
2016,088,88 years,-,Both sexes,Number,7365
2016,088,88 years,1,Male,Number,2557
2016,088,88 years,2,Female,Number,4808
2016,089,89 years,-,Both sexes,Number,6402
2016,089,89 years,1,Male,Number,2116
2016,089,89 years,2,Female,Number,4286
2016,090,90 years,-,Both sexes,Number,5362
2016,090,90 years,1,Male,Number,1667
2016,090,90 years,2,Female,Number,3695
2016,091,91 years,-,Both sexes,Number,4370
2016,091,91 years,1,Male,Number,1321
2016,091,91 years,2,Female,Number,3049
2016,092,92 years,-,Both sexes,Number,3414
2016,092,92 years,1,Male,Number,963
2016,092,92 years,2,Female,Number,2451
2016,093,93 years,-,Both sexes,Number,2727
2016,093,93 years,1,Male,Number,746
2016,093,93 years,2,Female,Number,1981
2016,094,94 years,-,Both sexes,Number,2061
2016,094,94 years,1,Male,Number,523
2016,094,94 years,2,Female,Number,1538
2016,095,95 years,-,Both sexes,Number,1548
2016,095,95 years,1,Male,Number,387
2016,095,95 years,2,Female,Number,1161
2016,096,96 years,-,Both sexes,Number,1201
2016,096,96 years,1,Male,Number,317
2016,096,96 years,2,Female,Number,884
2016,097,97 years,-,Both sexes,Number,730
2016,097,97 years,1,Male,Number,190
2016,097,97 years,2,Female,Number,540
2016,098,98 years,-,Both sexes,Number,449
2016,098,98 years,1,Male,Number,93
2016,098,98 years,2,Female,Number,356
2016,646,99 years and over,-,Both sexes,Number,770
2016,646,99 years and over,1,Male,Number,155
2016,646,99 years and over,2,Female,Number,615
2017,-,All ages,-,Both sexes,Number,4810895
2017,-,All ages,1,Male,Number,2380827
2017,-,All ages,2,Female,Number,2430068
2017,200,Under 1 year,-,Both sexes,Number,63468
2017,200,Under 1 year,1,Male,Number,32433
2017,200,Under 1 year,2,Female,Number,31035
2017,001,1 year,-,Both sexes,Number,62571
2017,001,1 year,1,Male,Number,31975
2017,001,1 year,2,Female,Number,30596
2017,002,2 years,-,Both sexes,Number,64147
2017,002,2 years,1,Male,Number,32823
2017,002,2 years,2,Female,Number,31324
2017,003,3 years,-,Both sexes,Number,66505
2017,003,3 years,1,Male,Number,34090
2017,003,3 years,2,Female,Number,32415
2017,004,4 years,-,Both sexes,Number,68282
2017,004,4 years,1,Male,Number,34837
2017,004,4 years,2,Female,Number,33445
2017,005,5 years,-,Both sexes,Number,71153
2017,005,5 years,1,Male,Number,36390
2017,005,5 years,2,Female,Number,34763
2017,006,6 years,-,Both sexes,Number,72699
2017,006,6 years,1,Male,Number,36986
2017,006,6 years,2,Female,Number,35713
2017,007,7 years,-,Both sexes,Number,72781
2017,007,7 years,1,Male,Number,37208
2017,007,7 years,2,Female,Number,35573
2017,008,8 years,-,Both sexes,Number,72408
2017,008,8 years,1,Male,Number,36958
2017,008,8 years,2,Female,Number,35450
2017,009,9 years,-,Both sexes,Number,71678
2017,009,9 years,1,Male,Number,36477
2017,009,9 years,2,Female,Number,35201
2017,010,10 years,-,Both sexes,Number,67214
2017,010,10 years,1,Male,Number,34449
2017,010,10 years,2,Female,Number,32765
2017,011,11 years,-,Both sexes,Number,64979
2017,011,11 years,1,Male,Number,33264
2017,011,11 years,2,Female,Number,31715
2017,012,12 years,-,Both sexes,Number,64341
2017,012,12 years,1,Male,Number,33207
2017,012,12 years,2,Female,Number,31134
2017,013,13 years,-,Both sexes,Number,64587
2017,013,13 years,1,Male,Number,32991
2017,013,13 years,2,Female,Number,31596
2017,014,14 years,-,Both sexes,Number,63543
2017,014,14 years,1,Male,Number,32309
2017,014,14 years,2,Female,Number,31234
2017,015,15 years,-,Both sexes,Number,63066
2017,015,15 years,1,Male,Number,32053
2017,015,15 years,2,Female,Number,31013
2017,016,16 years,-,Both sexes,Number,61725
2017,016,16 years,1,Male,Number,31420
2017,016,16 years,2,Female,Number,30305
2017,017,17 years,-,Both sexes,Number,61562
2017,017,17 years,1,Male,Number,31464
2017,017,17 years,2,Female,Number,30098
2017,018,18 years,-,Both sexes,Number,61681
2017,018,18 years,1,Male,Number,31628
2017,018,18 years,2,Female,Number,30053
2017,019,19 years,-,Both sexes,Number,61559
2017,019,19 years,1,Male,Number,31534
2017,019,19 years,2,Female,Number,30025
2017,020,20 years,-,Both sexes,Number,57926
2017,020,20 years,1,Male,Number,29570
2017,020,20 years,2,Female,Number,28356
2017,021,21 years,-,Both sexes,Number,56290
2017,021,21 years,1,Male,Number,28633
2017,021,21 years,2,Female,Number,27657
2017,022,22 years,-,Both sexes,Number,54735
2017,022,22 years,1,Male,Number,27784
2017,022,22 years,2,Female,Number,26951
2017,023,23 years,-,Both sexes,Number,54318
2017,023,23 years,1,Male,Number,27440
2017,023,23 years,2,Female,Number,26878
2017,024,24 years,-,Both sexes,Number,54152
2017,024,24 years,1,Male,Number,27507
2017,024,24 years,2,Female,Number,26645
2017,025,25 years,-,Both sexes,Number,55652
2017,025,25 years,1,Male,Number,27776
2017,025,25 years,2,Female,Number,27876
2017,026,26 years,-,Both sexes,Number,58360
2017,026,26 years,1,Male,Number,29448
2017,026,26 years,2,Female,Number,28912
2017,027,27 years,-,Both sexes,Number,57274
2017,027,27 years,1,Male,Number,28337
2017,027,27 years,2,Female,Number,28937
2017,028,28 years,-,Both sexes,Number,62394
2017,028,28 years,1,Male,Number,30667
2017,028,28 years,2,Female,Number,31727
2017,029,29 years,-,Both sexes,Number,60281
2017,029,29 years,1,Male,Number,28985
2017,029,29 years,2,Female,Number,31296
2017,030,30 years,-,Both sexes,Number,63480
2017,030,30 years,1,Male,Number,30451
2017,030,30 years,2,Female,Number,33029
2017,031,31 years,-,Both sexes,Number,68624
2017,031,31 years,1,Male,Number,32929
2017,031,31 years,2,Female,Number,35695
2017,032,32 years,-,Both sexes,Number,68760
2017,032,32 years,1,Male,Number,33052
2017,032,32 years,2,Female,Number,35708
2017,033,33 years,-,Both sexes,Number,72173
2017,033,33 years,1,Male,Number,34470
2017,033,33 years,2,Female,Number,37703
2017,034,34 years,-,Both sexes,Number,76134
2017,034,34 years,1,Male,Number,36215
2017,034,34 years,2,Female,Number,39919
2017,035,35 years,-,Both sexes,Number,78034
2017,035,35 years,1,Male,Number,37477
2017,035,35 years,2,Female,Number,40557
2017,036,36 years,-,Both sexes,Number,81839
2017,036,36 years,1,Male,Number,39980
2017,036,36 years,2,Female,Number,41859
2017,037,37 years,-,Both sexes,Number,83552
2017,037,37 years,1,Male,Number,41061
2017,037,37 years,2,Female,Number,42491
2017,038,38 years,-,Both sexes,Number,77683
2017,038,38 years,1,Male,Number,37737
2017,038,38 years,2,Female,Number,39946
2017,039,39 years,-,Both sexes,Number,75015
2017,039,39 years,1,Male,Number,36912
2017,039,39 years,2,Female,Number,38103
2017,040,40 years,-,Both sexes,Number,73290
2017,040,40 years,1,Male,Number,36111
2017,040,40 years,2,Female,Number,37179
2017,041,41 years,-,Both sexes,Number,73987
2017,041,41 years,1,Male,Number,36725
2017,041,41 years,2,Female,Number,37262
2017,042,42 years,-,Both sexes,Number,72709
2017,042,42 years,1,Male,Number,35985
2017,042,42 years,2,Female,Number,36724
2017,043,43 years,-,Both sexes,Number,72018
2017,043,43 years,1,Male,Number,35636
2017,043,43 years,2,Female,Number,36382
2017,044,44 years,-,Both sexes,Number,71997
2017,044,44 years,1,Male,Number,35788
2017,044,44 years,2,Female,Number,36209
2017,045,45 years,-,Both sexes,Number,70140
2017,045,45 years,1,Male,Number,34862
2017,045,45 years,2,Female,Number,35278
2017,046,46 years,-,Both sexes,Number,70447
2017,046,46 years,1,Male,Number,35196
2017,046,46 years,2,Female,Number,35251
2017,047,47 years,-,Both sexes,Number,67197
2017,047,47 years,1,Male,Number,33529
2017,047,47 years,2,Female,Number,33668
2017,048,48 years,-,Both sexes,Number,63785
2017,048,48 years,1,Male,Number,32043
2017,048,48 years,2,Female,Number,31742
2017,049,49 years,-,Both sexes,Number,63013
2017,049,49 years,1,Male,Number,31345
2017,049,49 years,2,Female,Number,31668
2017,050,50 years,-,Both sexes,Number,61813
2017,050,50 years,1,Male,Number,30805
2017,050,50 years,2,Female,Number,31008
2017,051,51 years,-,Both sexes,Number,61986
2017,051,51 years,1,Male,Number,30755
2017,051,51 years,2,Female,Number,31231
2017,052,52 years,-,Both sexes,Number,61735
2017,052,52 years,1,Male,Number,30447
2017,052,52 years,2,Female,Number,31288
2017,053,53 years,-,Both sexes,Number,60178
2017,053,53 years,1,Male,Number,29650
2017,053,53 years,2,Female,Number,30528
2017,054,54 years,-,Both sexes,Number,58823
2017,054,54 years,1,Male,Number,28981
2017,054,54 years,2,Female,Number,29842
2017,055,55 years,-,Both sexes,Number,56927
2017,055,55 years,1,Male,Number,28255
2017,055,55 years,2,Female,Number,28672
2017,056,56 years,-,Both sexes,Number,57071
2017,056,56 years,1,Male,Number,28221
2017,056,56 years,2,Female,Number,28850
2017,057,57 years,-,Both sexes,Number,54760
2017,057,57 years,1,Male,Number,26962
2017,057,57 years,2,Female,Number,27798
2017,058,58 years,-,Both sexes,Number,54304
2017,058,58 years,1,Male,Number,27101
2017,058,58 years,2,Female,Number,27203
2017,059,59 years,-,Both sexes,Number,52178
2017,059,59 years,1,Male,Number,25754
2017,059,59 years,2,Female,Number,26424
2017,060,60 years,-,Both sexes,Number,50871
2017,060,60 years,1,Male,Number,25306
2017,060,60 years,2,Female,Number,25565
2017,061,61 years,-,Both sexes,Number,49587
2017,061,61 years,1,Male,Number,24641
2017,061,61 years,2,Female,Number,24946
2017,062,62 years,-,Both sexes,Number,49000
2017,062,62 years,1,Male,Number,24281
2017,062,62 years,2,Female,Number,24719
2017,063,63 years,-,Both sexes,Number,46950
2017,063,63 years,1,Male,Number,23357
2017,063,63 years,2,Female,Number,23593
2017,064,64 years,-,Both sexes,Number,47096
2017,064,64 years,1,Male,Number,23405
2017,064,64 years,2,Female,Number,23691
2017,065,65 years,-,Both sexes,Number,44340
2017,065,65 years,1,Male,Number,22066
2017,065,65 years,2,Female,Number,22274
2017,066,66 years,-,Both sexes,Number,43732
2017,066,66 years,1,Male,Number,21773
2017,066,66 years,2,Female,Number,21959
2017,067,67 years,-,Both sexes,Number,42598
2017,067,67 years,1,Male,Number,20905
2017,067,67 years,2,Female,Number,21693
2017,068,68 years,-,Both sexes,Number,41560
2017,068,68 years,1,Male,Number,20662
2017,068,68 years,2,Female,Number,20898
2017,069,69 years,-,Both sexes,Number,40434
2017,069,69 years,1,Male,Number,20119
2017,069,69 years,2,Female,Number,20315
2017,070,70 years,-,Both sexes,Number,38573
2017,070,70 years,1,Male,Number,19110
2017,070,70 years,2,Female,Number,19463
2017,071,71 years,-,Both sexes,Number,36977
2017,071,71 years,1,Male,Number,18095
2017,071,71 years,2,Female,Number,18882
2017,072,72 years,-,Both sexes,Number,33614
2017,072,72 years,1,Male,Number,16473
2017,072,72 years,2,Female,Number,17141
2017,073,73 years,-,Both sexes,Number,31537
2017,073,73 years,1,Male,Number,15498
2017,073,73 years,2,Female,Number,16039
2017,074,74 years,-,Both sexes,Number,29382
2017,074,74 years,1,Male,Number,14164
2017,074,74 years,2,Female,Number,15218
2017,075,75 years,-,Both sexes,Number,26221
2017,075,75 years,1,Male,Number,12735
2017,075,75 years,2,Female,Number,13486
2017,076,76 years,-,Both sexes,Number,24352
2017,076,76 years,1,Male,Number,11560
2017,076,76 years,2,Female,Number,12792
2017,077,77 years,-,Both sexes,Number,23637
2017,077,77 years,1,Male,Number,11179
2017,077,77 years,2,Female,Number,12458
2017,078,78 years,-,Both sexes,Number,22327
2017,078,78 years,1,Male,Number,10347
2017,078,78 years,2,Female,Number,11980
2017,079,79 years,-,Both sexes,Number,20811
2017,079,79 years,1,Male,Number,9495
2017,079,79 years,2,Female,Number,11316
2017,080,80 years,-,Both sexes,Number,19379
2017,080,80 years,1,Male,Number,8767
2017,080,80 years,2,Female,Number,10612
2017,081,81 years,-,Both sexes,Number,18098
2017,081,81 years,1,Male,Number,8056
2017,081,81 years,2,Female,Number,10042
2017,082,82 years,-,Both sexes,Number,16740
2017,082,82 years,1,Male,Number,7273
2017,082,82 years,2,Female,Number,9467
2017,083,83 years,-,Both sexes,Number,15382
2017,083,83 years,1,Male,Number,6566
2017,083,83 years,2,Female,Number,8816
2017,084,84 years,-,Both sexes,Number,13604
2017,084,84 years,1,Male,Number,5764
2017,084,84 years,2,Female,Number,7840
2017,085,85 years,-,Both sexes,Number,11980
2017,085,85 years,1,Male,Number,4844
2017,085,85 years,2,Female,Number,7136
2017,086,86 years,-,Both sexes,Number,10632
2017,086,86 years,1,Male,Number,4277
2017,086,86 years,2,Female,Number,6355
2017,087,87 years,-,Both sexes,Number,9261
2017,087,87 years,1,Male,Number,3490
2017,087,87 years,2,Female,Number,5771
2017,088,88 years,-,Both sexes,Number,7830
2017,088,88 years,1,Male,Number,2755
2017,088,88 years,2,Female,Number,5075
2017,089,89 years,-,Both sexes,Number,6644
2017,089,89 years,1,Male,Number,2268
2017,089,89 years,2,Female,Number,4376
2017,090,90 years,-,Both sexes,Number,5331
2017,090,90 years,1,Male,Number,1723
2017,090,90 years,2,Female,Number,3608
2017,091,91 years,-,Both sexes,Number,4352
2017,091,91 years,1,Male,Number,1318
2017,091,91 years,2,Female,Number,3034
2017,092,92 years,-,Both sexes,Number,3522
2017,092,92 years,1,Male,Number,1028
2017,092,92 years,2,Female,Number,2494
2017,093,93 years,-,Both sexes,Number,2781
2017,093,93 years,1,Male,Number,759
2017,093,93 years,2,Female,Number,2022
2017,094,94 years,-,Both sexes,Number,2171
2017,094,94 years,1,Male,Number,578
2017,094,94 years,2,Female,Number,1593
2017,095,95 years,-,Both sexes,Number,1392
2017,095,95 years,1,Male,Number,339
2017,095,95 years,2,Female,Number,1053
2017,096,96 years,-,Both sexes,Number,785
2017,096,96 years,1,Male,Number,184
2017,096,96 years,2,Female,Number,601
2017,097,97 years,-,Both sexes,Number,732
2017,097,97 years,1,Male,Number,174
2017,097,97 years,2,Female,Number,558
2017,098,98 years,-,Both sexes,Number,637
2017,098,98 years,1,Male,Number,174
2017,098,98 years,2,Female,Number,463
2017,646,99 years and over,-,Both sexes,Number,1060
2017,646,99 years and over,1,Male,Number,241
2017,646,99 years and over,2,Female,Number,819
2018,-,All ages,-,Both sexes,Number,4884896
2018,-,All ages,1,Male,Number,2419506
2018,-,All ages,2,Female,Number,2465390
2018,200,Under 1 year,-,Both sexes,Number,61719
2018,200,Under 1 year,1,Male,Number,31689
2018,200,Under 1 year,2,Female,Number,30030
2018,001,1 year,-,Both sexes,Number,63885
2018,001,1 year,1,Male,Number,32633
2018,001,1 year,2,Female,Number,31252
2018,002,2 years,-,Both sexes,Number,63066
2018,002,2 years,1,Male,Number,32263
2018,002,2 years,2,Female,Number,30803
2018,003,3 years,-,Both sexes,Number,64488
2018,003,3 years,1,Male,Number,32998
2018,003,3 years,2,Female,Number,31490
2018,004,4 years,-,Both sexes,Number,66883
2018,004,4 years,1,Male,Number,34309
2018,004,4 years,2,Female,Number,32574
2018,005,5 years,-,Both sexes,Number,68946
2018,005,5 years,1,Male,Number,35296
2018,005,5 years,2,Female,Number,33650
2018,006,6 years,-,Both sexes,Number,71561
2018,006,6 years,1,Male,Number,36642
2018,006,6 years,2,Female,Number,34919
2018,007,7 years,-,Both sexes,Number,73081
2018,007,7 years,1,Male,Number,37204
2018,007,7 years,2,Female,Number,35877
2018,008,8 years,-,Both sexes,Number,73180
2018,008,8 years,1,Male,Number,37472
2018,008,8 years,2,Female,Number,35708
2018,009,9 years,-,Both sexes,Number,72855
2018,009,9 years,1,Male,Number,37250
2018,009,9 years,2,Female,Number,35605
2018,010,10 years,-,Both sexes,Number,72085
2018,010,10 years,1,Male,Number,36709
2018,010,10 years,2,Female,Number,35376
2018,011,11 years,-,Both sexes,Number,67626
2018,011,11 years,1,Male,Number,34704
2018,011,11 years,2,Female,Number,32922
2018,012,12 years,-,Both sexes,Number,65404
2018,012,12 years,1,Male,Number,33525
2018,012,12 years,2,Female,Number,31879
2018,013,13 years,-,Both sexes,Number,64768
2018,013,13 years,1,Male,Number,33454
2018,013,13 years,2,Female,Number,31314
2018,014,14 years,-,Both sexes,Number,64883
2018,014,14 years,1,Male,Number,33181
2018,014,14 years,2,Female,Number,31702
2018,015,15 years,-,Both sexes,Number,64590
2018,015,15 years,1,Male,Number,32803
2018,015,15 years,2,Female,Number,31787
2018,016,16 years,-,Both sexes,Number,64410
2018,016,16 years,1,Male,Number,32714
2018,016,16 years,2,Female,Number,31696
2018,017,17 years,-,Both sexes,Number,63025
2018,017,17 years,1,Male,Number,32098
2018,017,17 years,2,Female,Number,30927
2018,018,18 years,-,Both sexes,Number,62931
2018,018,18 years,1,Male,Number,32132
2018,018,18 years,2,Female,Number,30799
2018,019,19 years,-,Both sexes,Number,63133
2018,019,19 years,1,Male,Number,32381
2018,019,19 years,2,Female,Number,30752
2018,020,20 years,-,Both sexes,Number,62867
2018,020,20 years,1,Male,Number,32196
2018,020,20 years,2,Female,Number,30671
2018,021,21 years,-,Both sexes,Number,59299
2018,021,21 years,1,Male,Number,30313
2018,021,21 years,2,Female,Number,28986
2018,022,22 years,-,Both sexes,Number,57507
2018,022,22 years,1,Male,Number,29297
2018,022,22 years,2,Female,Number,28210
2018,023,23 years,-,Both sexes,Number,55975
2018,023,23 years,1,Male,Number,28466
2018,023,23 years,2,Female,Number,27509
2018,024,24 years,-,Both sexes,Number,55515
2018,024,24 years,1,Male,Number,28036
2018,024,24 years,2,Female,Number,27479
2018,025,25 years,-,Both sexes,Number,55332
2018,025,25 years,1,Male,Number,28174
2018,025,25 years,2,Female,Number,27158
2018,026,26 years,-,Both sexes,Number,56818
2018,026,26 years,1,Male,Number,28372
2018,026,26 years,2,Female,Number,28446
2018,027,27 years,-,Both sexes,Number,59564
2018,027,27 years,1,Male,Number,30028
2018,027,27 years,2,Female,Number,29536
2018,028,28 years,-,Both sexes,Number,58408
2018,028,28 years,1,Male,Number,28904
2018,028,28 years,2,Female,Number,29504
2018,029,29 years,-,Both sexes,Number,63268
2018,029,29 years,1,Male,Number,31128
2018,029,29 years,2,Female,Number,32140
2018,030,30 years,-,Both sexes,Number,61237
2018,030,30 years,1,Male,Number,29527
2018,030,30 years,2,Female,Number,31710
2018,031,31 years,-,Both sexes,Number,64321
2018,031,31 years,1,Male,Number,30933
2018,031,31 years,2,Female,Number,33388
2018,032,32 years,-,Both sexes,Number,69444
2018,032,32 years,1,Male,Number,33338
2018,032,32 years,2,Female,Number,36106
2018,033,33 years,-,Both sexes,Number,69707
2018,033,33 years,1,Male,Number,33505
2018,033,33 years,2,Female,Number,36202
2018,034,34 years,-,Both sexes,Number,72992
2018,034,34 years,1,Male,Number,34894
2018,034,34 years,2,Female,Number,38098
2018,035,35 years,-,Both sexes,Number,76821
2018,035,35 years,1,Male,Number,36563
2018,035,35 years,2,Female,Number,40258
2018,036,36 years,-,Both sexes,Number,78768
2018,036,36 years,1,Male,Number,37796
2018,036,36 years,2,Female,Number,40972
2018,037,37 years,-,Both sexes,Number,82426
2018,037,37 years,1,Male,Number,40186
2018,037,37 years,2,Female,Number,42240
2018,038,38 years,-,Both sexes,Number,84253
2018,038,38 years,1,Male,Number,41340
2018,038,38 years,2,Female,Number,42913
2018,039,39 years,-,Both sexes,Number,78365
2018,039,39 years,1,Male,Number,38041
2018,039,39 years,2,Female,Number,40324
2018,040,40 years,-,Both sexes,Number,75684
2018,040,40 years,1,Male,Number,37234
2018,040,40 years,2,Female,Number,38450
2018,041,41 years,-,Both sexes,Number,74060
2018,041,41 years,1,Male,Number,36434
2018,041,41 years,2,Female,Number,37626
2018,042,42 years,-,Both sexes,Number,74760
2018,042,42 years,1,Male,Number,37070
2018,042,42 years,2,Female,Number,37690
2018,043,43 years,-,Both sexes,Number,73577
2018,043,43 years,1,Male,Number,36333
2018,043,43 years,2,Female,Number,37244
2018,044,44 years,-,Both sexes,Number,72963
2018,044,44 years,1,Male,Number,36086
2018,044,44 years,2,Female,Number,36877
2018,045,45 years,-,Both sexes,Number,72203
2018,045,45 years,1,Male,Number,35964
2018,045,45 years,2,Female,Number,36239
2018,046,46 years,-,Both sexes,Number,70006
2018,046,46 years,1,Male,Number,34814
2018,046,46 years,2,Female,Number,35192
2018,047,47 years,-,Both sexes,Number,70336
2018,047,47 years,1,Male,Number,35154
2018,047,47 years,2,Female,Number,35182
2018,048,48 years,-,Both sexes,Number,67136
2018,048,48 years,1,Male,Number,33511
2018,048,48 years,2,Female,Number,33625
2018,049,49 years,-,Both sexes,Number,63802
2018,049,49 years,1,Male,Number,32051
2018,049,49 years,2,Female,Number,31751
2018,050,50 years,-,Both sexes,Number,63061
2018,050,50 years,1,Male,Number,31381
2018,050,50 years,2,Female,Number,31680
2018,051,51 years,-,Both sexes,Number,61808
2018,051,51 years,1,Male,Number,30812
2018,051,51 years,2,Female,Number,30996
2018,052,52 years,-,Both sexes,Number,61922
2018,052,52 years,1,Male,Number,30710
2018,052,52 years,2,Female,Number,31212
2018,053,53 years,-,Both sexes,Number,61700
2018,053,53 years,1,Male,Number,30417
2018,053,53 years,2,Female,Number,31283
2018,054,54 years,-,Both sexes,Number,60141
2018,054,54 years,1,Male,Number,29651
2018,054,54 years,2,Female,Number,30490
2018,055,55 years,-,Both sexes,Number,58737
2018,055,55 years,1,Male,Number,28924
2018,055,55 years,2,Female,Number,29813
2018,056,56 years,-,Both sexes,Number,56850
2018,056,56 years,1,Male,Number,28178
2018,056,56 years,2,Female,Number,28672
2018,057,57 years,-,Both sexes,Number,57018
2018,057,57 years,1,Male,Number,28181
2018,057,57 years,2,Female,Number,28837
2018,058,58 years,-,Both sexes,Number,54684
2018,058,58 years,1,Male,Number,26896
2018,058,58 years,2,Female,Number,27788
2018,059,59 years,-,Both sexes,Number,54285
2018,059,59 years,1,Male,Number,27053
2018,059,59 years,2,Female,Number,27232
2018,060,60 years,-,Both sexes,Number,52106
2018,060,60 years,1,Male,Number,25741
2018,060,60 years,2,Female,Number,26365
2018,061,61 years,-,Both sexes,Number,50793
2018,061,61 years,1,Male,Number,25239
2018,061,61 years,2,Female,Number,25554
2018,062,62 years,-,Both sexes,Number,49499
2018,062,62 years,1,Male,Number,24598
2018,062,62 years,2,Female,Number,24901
2018,063,63 years,-,Both sexes,Number,48895
2018,063,63 years,1,Male,Number,24205
2018,063,63 years,2,Female,Number,24690
2018,064,64 years,-,Both sexes,Number,47037
2018,064,64 years,1,Male,Number,23389
2018,064,64 years,2,Female,Number,23648
2018,065,65 years,-,Both sexes,Number,46774
2018,065,65 years,1,Male,Number,23198
2018,065,65 years,2,Female,Number,23576
2018,066,66 years,-,Both sexes,Number,44679
2018,066,66 years,1,Male,Number,22084
2018,066,66 years,2,Female,Number,22595
2018,067,67 years,-,Both sexes,Number,42848
2018,067,67 years,1,Male,Number,21392
2018,067,67 years,2,Female,Number,21456
2018,068,68 years,-,Both sexes,Number,42367
2018,068,68 years,1,Male,Number,20783
2018,068,68 years,2,Female,Number,21584
2018,069,69 years,-,Both sexes,Number,41129
2018,069,69 years,1,Male,Number,20337
2018,069,69 years,2,Female,Number,20792
2018,070,70 years,-,Both sexes,Number,39950
2018,070,70 years,1,Male,Number,19811
2018,070,70 years,2,Female,Number,20139
2018,071,71 years,-,Both sexes,Number,38242
2018,071,71 years,1,Male,Number,18796
2018,071,71 years,2,Female,Number,19446
2018,072,72 years,-,Both sexes,Number,36294
2018,072,72 years,1,Male,Number,17794
2018,072,72 years,2,Female,Number,18500
2018,073,73 years,-,Both sexes,Number,33259
2018,073,73 years,1,Male,Number,16288
2018,073,73 years,2,Female,Number,16971
2018,074,74 years,-,Both sexes,Number,31035
2018,074,74 years,1,Male,Number,15148
2018,074,74 years,2,Female,Number,15887
2018,075,75 years,-,Both sexes,Number,28717
2018,075,75 years,1,Male,Number,13773
2018,075,75 years,2,Female,Number,14944
2018,076,76 years,-,Both sexes,Number,25423
2018,076,76 years,1,Male,Number,12275
2018,076,76 years,2,Female,Number,13148
2018,077,77 years,-,Both sexes,Number,23596
2018,077,77 years,1,Male,Number,11111
2018,077,77 years,2,Female,Number,12485
2018,078,78 years,-,Both sexes,Number,22931
2018,078,78 years,1,Male,Number,10781
2018,078,78 years,2,Female,Number,12150
2018,079,79 years,-,Both sexes,Number,21901
2018,079,79 years,1,Male,Number,10000
2018,079,79 years,2,Female,Number,11901
2018,080,80 years,-,Both sexes,Number,19686
2018,080,80 years,1,Male,Number,8971
2018,080,80 years,2,Female,Number,10715
2018,081,81 years,-,Both sexes,Number,18301
2018,081,81 years,1,Male,Number,8182
2018,081,81 years,2,Female,Number,10119
2018,082,82 years,-,Both sexes,Number,17118
2018,082,82 years,1,Male,Number,7553
2018,082,82 years,2,Female,Number,9565
2018,083,83 years,-,Both sexes,Number,15847
2018,083,83 years,1,Male,Number,6813
2018,083,83 years,2,Female,Number,9034
2018,084,84 years,-,Both sexes,Number,14530
2018,084,84 years,1,Male,Number,6134
